维修ID,故障ID,维修项目,更换配件,维修费用(元),维修时间
M1024,F1024,维修空调压缩机,压缩机电磁阀,580,2025-02-14 16:05
M1025,F1025,更换催化转化器,原厂催化转化器,2800,2024-04-23 13:19
M1026,F1026,更换涡轮增压器电磁阀,涡轮电磁阀,850,2025-01-21 19:18
M1027,F1027,更换刹车压力传感器,刹车压力传感器,480,2024-06-20 12:50
M1028,F1028,更换安全带传感器,主驾驶安全带传感器,320,2024-03-19 17:32
M1029,F1029,更换机油压力传感器,机油压力传感器,450,2025-07-20 15:15
M1030,F1030,维修ABS控制模块,ABS控制模块维修包,1200,2024-03-08 17:39
M1031,F1031,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2024-01-03 14:51
M1032,F1032,维修安全气囊控制模块,安全气囊控制模块编程,800,2024-03-21 14:41
M1033,F1033,更换节气门位置传感器,节气门位置传感器,480,2025-02-03 14:27
M1034,F1034,更换左前轮速传感器,左前轮速传感器,280,2025-06-12 13:12
M1035,F1035,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2025-11-02 11:15
M1036,F1036,更换右前安全气囊传感器,右前安全气囊传感器,650,2025-05-14 19:49
M1037,F1037,升级ECM控制模块程序,ECM程序升级包,980,2024-12-19 19:36
M1038,F1038,更换右后轮速传感器,右后轮速传感器,270,2025-06-09 16:20
M1039,F1039,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2024-04-14 18:02
M1040,F1040,更换进气温度传感器,进气温度传感器,380,2025-09-23 10:03
M1041,F1041,更换火花塞+缸线检查,铱金火花塞(4支),380,2024-09-28 14:44
M1042,F1042,更换轮速传感器,右前轮速传感器,260,2024-04-06 14:27
M1043,F1043,清洗节气门+燃油滤芯更换,燃油滤芯,420,2024-12-09 17:23
M1044,F1044,维修空调压缩机,压缩机电磁阀,580,2024-09-16 19:45
M1045,F1045,更换催化转化器,原厂催化转化器,2800,2025-02-17 18:28
M1046,F1046,更换涡轮增压器电磁阀,涡轮电磁阀,850,2024-05-19 09:44
M1047,F1047,更换刹车压力传感器,刹车压力传感器,480,2024-08-26 18:20
M1048,F1048,更换安全带传感器,主驾驶安全带传感器,320,2025-11-03 11:43
M1049,F1049,更换机油压力传感器,机油压力传感器,450,2024-12-11 13:04
M1050,F1050,维修ABS控制模块,ABS控制模块维修包,1200,2024-06-24 12:11
M1051,F1051,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2024-05-30 10:57
M1052,F1052,维修安全气囊控制模块,安全气囊控制模块编程,800,2024-03-04 19:34
M1053,F1053,更换节气门位置传感器,节气门位置传感器,480,2025-03-29 19:50
M1054,F1054,更换左前轮速传感器,左前轮速传感器,280,2025-11-01 12:32
M1055,F1055,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2024-09-11 16:59
M1056,F1056,更换右前安全气囊传感器,右前安全气囊传感器,650,2025-04-10 11:09
M1057,F1057,升级ECM控制模块程序,ECM程序升级包,980,2025-07-17 18:23
M1058,F1058,更换右后轮速传感器,右后轮速传感器,270,2025-10-29 18:08
M1059,F1059,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2024-06-10 10:42
M1060,F1060,更换进气温度传感器,进气温度传感器,380,2024-12-06 13:05
M1061,F1061,更换火花塞+缸线检查,铱金火花塞(4支),380,2024-09-02 11:23
M1062,F1062,更换轮速传感器,右前轮速传感器,260,2024-10-10 09:11
M1063,F1063,清洗节气门+燃油滤芯更换,燃油滤芯,420,2024-11-11 10:25
M1064,F1064,维修空调压缩机,压缩机电磁阀,580,2025-11-02 16:19
M1065,F1065,更换催化转化器,原厂催化转化器,2800,2024-12-13 10:53
M1066,F1066,更换涡轮增压器电磁阀,涡轮电磁阀,850,2025-10-28 18:56
M1067,F1067,更换刹车压力传感器,刹车压力传感器,480,2025-02-26 12:32
M1068,F1068,更换安全带传感器,主驾驶安全带传感器,320,2025-12-16 13:19
M1069,F1069,更换机油压力传感器,机油压力传感器,450,2025-11-28 14:11
M1070,F1070,维修ABS控制模块,ABS控制模块维修包,1200,2024-05-05 18:45
M1071,F1071,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2025-08-13 13:40
M1072,F1072,维修安全气囊控制模块,安全气囊控制模块编程,800,2025-06-11 11:20
M1073,F1073,更换节气门位置传感器,节气门位置传感器,480,2024-11-29 16:26
M1074,F1074,更换左前轮速传感器,左前轮速传感器,280,2024-06-17 17:11
M1075,F1075,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2024-10-21 16:40
M1076,F1076,更换右前安全气囊传感器,右前安全气囊传感器,650,2024-08-04 09:58
M1077,F1077,升级ECM控制模块程序,ECM程序升级包,980,2025-04-11 18:02
M1078,F1078,更换右后轮速传感器,右后轮速传感器,270,2024-07-14 17:28
M1079,F1079,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2025-11-18 15:33
M1080,F1080,更换进气温度传感器,进气温度传感器,380,2025-10-02 17:10
M1081,F1081,更换火花塞+缸线检查,铱金火花塞(4支),380,2025-02-08 17:06
M1082,F1082,更换轮速传感器,右前轮速传感器,260,2025-03-12 13:25
M1083,F1083,清洗节气门+燃油滤芯更换,燃油滤芯,420,2024-07-14 10:56
M1084,F1084,维修空调压缩机,压缩机电磁阀,580,2024-07-31 18:09
M1085,F1085,更换催化转化器,原厂催化转化器,2800,2025-08-14 16:48
M1086,F1086,更换涡轮增压器电磁阀,涡轮电磁阀,850,2024-08-24 11:18
M1087,F1087,更换刹车压力传感器,刹车压力传感器,480,2024-12-07 19:55
M1088,F1088,更换安全带传感器,主驾驶安全带传感器,320,2024-11-28 13:20
M1089,F1089,更换机油压力传感器,机油压力传感器,450,2025-05-26 16:54
M1090,F1090,维修ABS控制模块,ABS控制模块维修包,1200,2024-02-12 19:34
M1091,F1091,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2025-10-26 09:27
M1092,F1092,维修安全气囊控制模块,安全气囊控制模块编程,800,2025-01-26 14:14
M1093,F1093,更换节气门位置传感器,节气门位置传感器,480,2024-12-09 16:18
M1094,F1094,更换左前轮速传感器,左前轮速传感器,280,2025-09-16 11:43
M1095,F1095,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2024-09-18 14:10
M1096,F1096,更换右前安全气囊传感器,右前安全气囊传感器,650,2025-02-04 18:21
M1097,F1097,升级ECM控制模块程序,ECM程序升级包,980,2024-03-17 10:32
M1098,F1098,更换右后轮速传感器,右后轮速传感器,270,2025-01-06 11:31
M1099,F1099,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2025-10-04 12:04
M1100,F1100,更换进气温度传感器,进气温度传感器,380,2024-10-11 18:47
M1101,F1101,更换火花塞+缸线检查,铱金火花塞(4支),380,2024-11-29 18:11
M1102,F1102,更换轮速传感器,右前轮速传感器,260,2025-03-17 18:07
M1103,F1103,清洗节气门+燃油滤芯更换,燃油滤芯,420,2024-01-23 15:48
M1104,F1104,维修空调压缩机,压缩机电磁阀,580,2025-07-12 17:15
M1105,F1105,更换催化转化器,原厂催化转化器,2800,2025-08-17 17:27
M1106,F1106,更换涡轮增压器电磁阀,涡轮电磁阀,850,2025-03-11 19:00
M1107,F1107,更换刹车压力传感器,刹车压力传感器,480,2025-09-08 14:35
M1108,F1108,更换安全带传感器,主驾驶安全带传感器,320,2024-03-04 13:15
M1109,F1109,更换机油压力传感器,机油压力传感器,450,2025-07-20 17:16
M1110,F1110,维修ABS控制模块,ABS控制模块维修包,1200,2024-05-18 17:37
M1111,F1111,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2024-08-29 16:07
M1112,F1112,维修安全气囊控制模块,安全气囊控制模块编程,800,2024-06-23 12:37
M1113,F1113,更换节气门位置传感器,节气门位置传感器,480,2024-08-24 17:35
M1114,F1114,更换左前轮速传感器,左前轮速传感器,280,2025-08-20 18:33
M1115,F1115,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2024-01-06 15:51
M1116,F1116,更换右前安全气囊传感器,右前安全气囊传感器,650,2025-10-08 10:14
M1117,F1117,升级ECM控制模块程序,ECM程序升级包,980,2024-09-13 19:09
M1118,F1118,更换右后轮速传感器,右后轮速传感器,270,2025-05-10 12:40
M1119,F1119,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2025-09-16 12:39
M1120,F1120,更换进气温度传感器,进气温度传感器,380,2025-02-01 13:46
M1121,F1121,更换火花塞+缸线检查,铱金火花塞(4支),380,2025-07-12 16:08
M1122,F1122,更换轮速传感器,右前轮速传感器,260,2024-04-15 18:36
M1123,F1123,清洗节气门+燃油滤芯更换,燃油滤芯,420,2025-08-02 18:52
M1124,F1124,维修空调压缩机,压缩机电磁阀,580,2025-06-19 15:11
M1125,F1125,更换催化转化器,原厂催化转化器,2800,2024-06-26 15:33
M1126,F1126,更换涡轮增压器电磁阀,涡轮电磁阀,850,2024-02-21 12:22
M1127,F1127,更换刹车压力传感器,刹车压力传感器,480,2025-05-17 15:52
M1128,F1128,更换安全带传感器,主驾驶安全带传感器,320,2025-01-18 17:35
M1129,F1129,更换机油压力传感器,机油压力传感器,450,2024-08-04 17:28
M1130,F1130,维修ABS控制模块,ABS控制模块维修包,1200,2025-12-05 18:07
M1131,F1131,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2025-12-18 14:53
M1132,F1132,维修安全气囊控制模块,安全气囊控制模块编程,800,2025-05-26 16:55
M1133,F1133,更换节气门位置传感器,节气门位置传感器,480,2024-07-21 19:44
M1134,F1134,更换左前轮速传感器,左前轮速传感器,280,2024-11-12 13:57
M1135,F1135,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2025-01-28 18:48
M1136,F1136,更换右前安全气囊传感器,右前安全气囊传感器,650,2025-11-18 12:54
M1137,F1137,升级ECM控制模块程序,ECM程序升级包,980,2024-07-04 18:58
M1138,F1138,更换右后轮速传感器,右后轮速传感器,270,2024-08-09 09:53
M1139,F1139,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2024-09-10 17:30
M1140,F1140,更换进气温度传感器,进气温度传感器,380,2024-10-19 14:36
M1141,F1141,更换火花塞+缸线检查,铱金火花塞(4支),380,2025-08-27 17:29
M1142,F1142,更换轮速传感器,右前轮速传感器,260,2025-12-18 17:47
M1143,F1143,清洗节气门+燃油滤芯更换,燃油滤芯,420,2024-10-01 11:43
M1144,F1144,维修空调压缩机,压缩机电磁阀,580,2025-04-07 14:13
M1145,F1145,更换催化转化器,原厂催化转化器,2800,2024-11-16 15:48
M1146,F1146,更换涡轮增压器电磁阀,涡轮电磁阀,850,2025-12-30 10:06
M1147,F1147,更换刹车压力传感器,刹车压力传感器,480,2025-04-18 10:21
M1148,F1148,更换安全带传感器,主驾驶安全带传感器,320,2025-05-25 12:20
M1149,F1149,更换机油压力传感器,机油压力传感器,450,2025-04-06 13:39
M1150,F1150,维修ABS控制模块,ABS控制模块维修包,1200,2025-11-26 10:16
M1151,F1151,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2024-12-03 15:10
M1152,F1152,维修安全气囊控制模块,安全气囊控制模块编程,800,2024-05-21 15:43
M1153,F1153,更换节气门位置传感器,节气门位置传感器,480,2025-04-27 17:58
M1154,F1154,更换左前轮速传感器,左前轮速传感器,280,2025-05-31 12:07
M1155,F1155,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2024-11-02 10:45
M1156,F1156,更换右前安全气囊传感器,右前安全气囊传感器,650,2025-01-29 18:15
M1157,F1157,升级ECM控制模块程序,ECM程序升级包,980,2025-08-23 19:26
M1158,F1158,更换右后轮速传感器,右后轮速传感器,270,2024-07-18 09:56
M1159,F1159,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2025-02-06 17:10
M1160,F1160,更换进气温度传感器,进气温度传感器,380,2025-12-01 14:27
M1161,F1161,更换火花塞+缸线检查,铱金火花塞(4支),380,2025-09-20 17:15
M1162,F1162,更换轮速传感器,右前轮速传感器,260,2024-08-23 15:15
M1163,F1163,清洗节气门+燃油滤芯更换,燃油滤芯,420,2024-02-28 14:51
M1164,F1164,维修空调压缩机,压缩机电磁阀,580,2024-08-08 16:27
M1165,F1165,更换催化转化器,原厂催化转化器,2800,2024-08-29 16:30
M1166,F1166,更换涡轮增压器电磁阀,涡轮电磁阀,850,2024-04-21 09:08
M1167,F1167,更换刹车压力传感器,刹车压力传感器,480,2025-02-10 11:06
M1168,F1168,更换安全带传感器,主驾驶安全带传感器,320,2025-04-10 15:01
M1169,F1169,更换机油压力传感器,机油压力传感器,450,2025-09-13 10:19
M1170,F1170,维修ABS控制模块,ABS控制模块维修包,1200,2025-10-15 12:01
M1171,F1171,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2024-12-15 14:01
M1172,F1172,维修安全气囊控制模块,安全气囊控制模块编程,800,2025-07-10 09:47
M1173,F1173,更换节气门位置传感器,节气门位置传感器,480,2025-04-06 13:34
M1174,F1174,更换左前轮速传感器,左前轮速传感器,280,2025-06-17 11:51
M1175,F1175,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2024-02-20 12:15
M1176,F1176,更换右前安全气囊传感器,右前安全气囊传感器,650,2025-10-27 17:50
M1177,F1177,升级ECM控制模块程序,ECM程序升级包,980,2025-02-20 10:08
M1178,F1178,更换右后轮速传感器,右后轮速传感器,270,2024-02-09 10:18
M1179,F1179,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2024-04-17 12:00
M1180,F1180,更换进气温度传感器,进气温度传感器,380,2025-12-16 09:14
M1181,F1181,更换火花塞+缸线检查,铱金火花塞(4支),380,2025-09-25 17:07
M1182,F1182,更换轮速传感器,右前轮速传感器,260,2025-07-17 15:17
M1183,F1183,清洗节气门+燃油滤芯更换,燃油滤芯,420,2024-10-19 13:57
M1184,F1184,维修空调压缩机,压缩机电磁阀,580,2025-05-28 13:31
M1185,F1185,更换催化转化器,原厂催化转化器,2800,2025-09-04 17:56
M1186,F1186,更换涡轮增压器电磁阀,涡轮电磁阀,850,2025-11-29 15:17
M1187,F1187,更换刹车压力传感器,刹车压力传感器,480,2025-06-05 14:00
M1188,F1188,更换安全带传感器,主驾驶安全带传感器,320,2024-03-05 11:49
M1189,F1189,更换机油压力传感器,机油压力传感器,450,2025-09-29 10:34
M1190,F1190,维修ABS控制模块,ABS控制模块维修包,1200,2024-11-21 15:47
M1191,F1191,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2025-02-08 12:43
M1192,F1192,维修安全气囊控制模块,安全气囊控制模块编程,800,2025-01-15 16:43
M1193,F1193,更换节气门位置传感器,节气门位置传感器,480,2025-09-13 17:24
M1194,F1194,更换左前轮速传感器,左前轮速传感器,280,2025-05-21 11:29
M1195,F1195,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2025-11-29 14:10
M1196,F1196,更换右前安全气囊传感器,右前安全气囊传感器,650,2024-06-29 16:52
M1197,F1197,升级ECM控制模块程序,ECM程序升级包,980,2025-02-06 15:39
M1198,F1198,更换右后轮速传感器,右后轮速传感器,270,2024-01-02 16:41
M1199,F1199,更换驾驶员侧安全气囊模块,驾驶员侧安全气囊模块,1500,2024-03-23 17:55
M1200,F1200,更换进气温度传感器,进气温度传感器,380,2024-12-31 11:30
M1201,F1201,更换火花塞+缸线检查,铱金火花塞(4支),380,2025-10-05 14:37
M1202,F1202,更换轮速传感器,右前轮速传感器,260,2024-12-21 11:33
M1203,F1203,清洗节气门+燃油滤芯更换,燃油滤芯,420,2025-01-01 16:59
M1204,F1204,维修空调压缩机,压缩机电磁阀,580,2024-06-06 17:11
M1205,F1205,更换催化转化器,原厂催化转化器,2800,2024-06-09 13:03
M1206,F1206,更换涡轮增压器电磁阀,涡轮电磁阀,850,2024-03-26 12:47
M1207,F1207,更换刹车压力传感器,刹车压力传感器,480,2025-08-14 13:22
M1208,F1208,更换安全带传感器,主驾驶安全带传感器,320,2025-02-17 14:19
M1209,F1209,更换机油压力传感器,机油压力传感器,450,2024-10-20 11:43
M1210,F1210,维修ABS控制模块,ABS控制模块维修包,1200,2025-11-16 17:37
M1211,F1211,更换凸轮轴位置传感器,凸轮轴位置传感器,520,2024-09-21 14:24
M1212,F1212,维修安全气囊控制模块,安全气囊控制模块编程,800,2025-01-02 10:06
M1213,F1213,更换节气门位置传感器,节气门位置传感器,480,2025-09-22 11:12
M1214,F1214,更换左前轮速传感器,左前轮速传感器,280,2024-03-08 14:20
M1215,F1215,检查燃油蒸发系统管路,燃油蒸发管密封垫,350,2025-06-16 17:27
M1216,F1216,更换右前安全气囊传感器,右前安全气囊传感器,650,2024-12-20 12:02
M1217,F1217,升级ECM控制模块程序,ECM程序升级包,980,2024-06-29 14:03
