保养ID,车型,行驶里程(km),保养项目,保养时间,上次保养里程(km)
S2408,奥迪A4L,126381,变速箱油+火花塞更换,2025-12-23 09:59,116381
S2409,长城哈弗H6,54503,空气滤芯+燃油滤芯更换,2025-05-10 08:16,49503
S2410,奔驰C级,79736,大保养(机油+三滤+变速箱油),2024-10-10 13:35,69736
S2411,丰田凯美瑞,63199,刹车油+冷却液更换,2025-08-31 16:39,53199
S2412,大众帕萨特,25445,机油+机滤+空气滤芯更换,2024-03-09 14:50,20445
S2413,本田CR-V,50456,变速箱油+刹车油更换,2024-10-24 12:07,40456
S2414,比亚迪宋PLUS,133778,全车检查+空调滤芯更换,2024-11-20 16:15,128778
S2415,宝马5系,22048,大保养(机油+三滤+正时皮带),2025-02-09 09:43,12048
S2416,奥迪Q5L,46530,机油+机滤+火花塞更换,2025-07-23 17:21,41530
S2417,福特锐界,97850,刹车油+刹车片+轮胎更换,2025-08-04 15:56,87850
S2418,吉利博越,59978,机油+机滤+燃油滤芯更换,2024-07-06 15:12,54978
S2419,长城魏派VV7,148395,变速箱油+空调滤芯更换,2024-01-20 10:28,138395
S2420,奔驰E级,94423,大保养(机油+三滤+刹车油),2025-08-01 13:23,84423
S2421,丰田卡罗拉,102783,机油+机滤更换,2024-12-17 10:03,97783
S2422,大众朗逸,98965,空调滤芯+空气滤芯更换,2025-03-16 15:31,88965
S2423,本田思域,97477,变速箱油更换,2024-07-20 11:31,87477
S2424,比亚迪汉,46629,全车检查+轮胎换位,2024-03-10 10:55,36629
S2425,宝马3系,52061,大保养(机油+三滤+刹车油),2025-04-30 16:59,42061
S2426,福特蒙迪欧,45624,刹车油+刹车片更换,2024-08-24 16:21,35624
S2427,吉利星越L,39830,机油+机滤+空调滤芯更换,2024-04-06 10:58,34830
S2428,奥迪A4L,102021,变速箱油+火花塞更换,2024-05-27 11:39,92021
S2429,长城哈弗H6,25563,空气滤芯+燃油滤芯更换,2025-03-09 12:02,20563
S2430,奔驰C级,41267,大保养(机油+三滤+变速箱油),2024-09-17 14:18,31267
S2431,丰田凯美瑞,26431,刹车油+冷却液更换,2024-09-19 11:54,16431
S2432,大众帕萨特,32307,机油+机滤+空气滤芯更换,2024-01-02 10:00,27307
S2433,本田CR-V,84463,变速箱油+刹车油更换,2024-03-21 14:11,74463
S2434,比亚迪宋PLUS,142413,全车检查+空调滤芯更换,2025-11-14 08:32,137413
S2435,宝马5系,108753,大保养(机油+三滤+正时皮带),2024-01-28 15:15,98753
S2436,奥迪Q5L,33988,机油+机滤+火花塞更换,2024-01-17 09:33,28988
S2437,福特锐界,71365,刹车油+刹车片+轮胎更换,2024-01-28 13:11,61365
S2438,吉利博越,28515,机油+机滤+燃油滤芯更换,2025-02-01 10:43,23515
S2439,长城魏派VV7,111501,变速箱油+空调滤芯更换,2024-12-30 16:49,101501
S2440,奔驰E级,57603,大保养(机油+三滤+刹车油),2025-01-02 17:37,47603
S2441,丰田卡罗拉,23026,机油+机滤更换,2025-02-21 14:41,18026
S2442,大众朗逸,130858,空调滤芯+空气滤芯更换,2024-02-02 08:55,120858
S2443,本田思域,96628,变速箱油更换,2024-12-25 17:25,86628
S2444,比亚迪汉,96549,全车检查+轮胎换位,2024-01-05 15:06,86549
S2445,宝马3系,69826,大保养(机油+三滤+刹车油),2024-03-03 15:55,59826
S2446,福特蒙迪欧,120132,刹车油+刹车片更换,2025-12-18 11:23,110132
S2447,吉利星越L,27686,机油+机滤+空调滤芯更换,2024-10-21 16:14,22686
S2448,奥迪A4L,112182,变速箱油+火花塞更换,2024-02-04 09:34,102182
S2449,长城哈弗H6,35788,空气滤芯+燃油滤芯更换,2024-06-09 17:20,30788
S2450,奔驰C级,119506,大保养(机油+三滤+变速箱油),2025-09-08 12:36,109506
S2451,丰田凯美瑞,110865,刹车油+冷却液更换,2024-05-28 14:23,100865
S2452,大众帕萨特,127295,机油+机滤+空气滤芯更换,2024-09-21 08:46,122295
S2453,本田CR-V,36229,变速箱油+刹车油更换,2024-08-17 15:06,26229
S2454,比亚迪宋PLUS,130051,全车检查+空调滤芯更换,2024-10-12 11:34,125051
S2455,宝马5系,55283,大保养(机油+三滤+正时皮带),2025-12-13 17:53,45283
S2456,奥迪Q5L,26220,机油+机滤+火花塞更换,2024-04-17 10:56,21220
S2457,福特锐界,82448,刹车油+刹车片+轮胎更换,2025-08-18 17:54,72448
S2458,吉利博越,117195,机油+机滤+燃油滤芯更换,2024-05-12 17:21,112195
S2459,长城魏派VV7,41075,变速箱油+空调滤芯更换,2024-02-12 12:34,31075
S2460,奔驰E级,33278,大保养(机油+三滤+刹车油),2025-08-18 16:00,23278
S2461,丰田卡罗拉,91213,机油+机滤更换,2024-09-25 14:33,86213
S2462,大众朗逸,103771,空调滤芯+空气滤芯更换,2025-11-18 09:11,93771
S2463,本田思域,21897,变速箱油更换,2024-09-16 15:04,11897
S2464,比亚迪汉,135969,全车检查+轮胎换位,2025-03-21 10:34,125969
S2465,宝马3系,129593,大保养(机油+三滤+刹车油),2024-01-08 10:13,119593
S2466,福特蒙迪欧,116415,刹车油+刹车片更换,2024-11-17 13:01,106415
S2467,吉利星越L,28450,机油+机滤+空调滤芯更换,2025-09-03 13:53,23450
S2468,奥迪A4L,31670,变速箱油+火花塞更换,2024-03-27 14:27,21670
S2469,长城哈弗H6,128621,空气滤芯+燃油滤芯更换,2024-07-05 15:42,123621
S2470,奔驰C级,110099,大保养(机油+三滤+变速箱油),2025-04-21 17:21,100099
S2471,丰田凯美瑞,23953,刹车油+冷却液更换,2025-04-13 15:49,13953
S2472,大众帕萨特,54504,机油+机滤+空气滤芯更换,2025-04-09 16:45,49504
S2473,本田CR-V,39062,变速箱油+刹车油更换,2024-07-15 14:58,29062
S2474,比亚迪宋PLUS,61494,全车检查+空调滤芯更换,2025-03-20 12:20,56494
S2475,宝马5系,33776,大保养(机油+三滤+正时皮带),2024-06-14 08:17,23776
S2476,奥迪Q5L,93229,机油+机滤+火花塞更换,2024-09-24 13:18,88229
S2477,福特锐界,27683,刹车油+刹车片+轮胎更换,2025-08-16 14:07,17683
S2478,吉利博越,100715,机油+机滤+燃油滤芯更换,2025-12-12 12:16,95715
S2479,长城魏派VV7,69474,变速箱油+空调滤芯更换,2025-07-04 16:29,59474
S2480,奔驰E级,81930,大保养(机油+三滤+刹车油),2024-01-04 09:42,71930
S2481,丰田卡罗拉,72306,机油+机滤更换,2025-03-06 14:58,67306
S2482,大众朗逸,89240,空调滤芯+空气滤芯更换,2024-01-25 13:27,79240
S2483,本田思域,31237,变速箱油更换,2025-04-15 08:25,21237
S2484,比亚迪汉,96294,全车检查+轮胎换位,2024-07-07 08:17,86294
S2485,宝马3系,81590,大保养(机油+三滤+刹车油),2025-03-22 11:40,71590
S2486,福特蒙迪欧,49397,刹车油+刹车片更换,2025-08-01 17:42,39397
S2487,吉利星越L,61618,机油+机滤+空调滤芯更换,2025-09-12 08:48,56618
S2488,奥迪A4L,66058,变速箱油+火花塞更换,2024-07-03 10:14,56058
S2489,长城哈弗H6,45523,空气滤芯+燃油滤芯更换,2025-12-25 10:59,40523
S2490,奔驰C级,24915,大保养(机油+三滤+变速箱油),2024-09-02 13:30,14915
S2491,丰田凯美瑞,135450,刹车油+冷却液更换,2024-06-15 12:13,125450
S2492,大众帕萨特,28943,机油+机滤+空气滤芯更换,2025-12-29 14:13,23943
S2493,本田CR-V,88712,变速箱油+刹车油更换,2024-11-24 16:54,78712
S2494,比亚迪宋PLUS,50366,全车检查+空调滤芯更换,2024-01-17 08:59,45366
S2495,宝马5系,32868,大保养(机油+三滤+正时皮带),2024-01-20 14:57,22868
S2496,奥迪Q5L,94053,机油+机滤+火花塞更换,2025-05-04 17:29,89053
S2497,福特锐界,134978,刹车油+刹车片+轮胎更换,2024-07-17 10:05,124978
S2498,吉利博越,53541,机油+机滤+燃油滤芯更换,2025-03-09 09:04,48541
S2499,长城魏派VV7,27448,变速箱油+空调滤芯更换,2024-05-14 10:49,17448
S2500,奔驰E级,61553,大保养(机油+三滤+刹车油),2025-06-06 10:55,51553
S2501,丰田卡罗拉,109935,机油+机滤更换,2025-05-20 15:12,104935
S2502,大众朗逸,120982,空调滤芯+空气滤芯更换,2025-08-14 11:09,110982
S2503,本田思域,87143,变速箱油更换,2024-10-14 08:12,77143
S2504,比亚迪汉,134715,全车检查+轮胎换位,2024-06-22 13:31,124715
S2505,宝马3系,139115,大保养(机油+三滤+刹车油),2025-10-08 11:15,129115
S2506,福特蒙迪欧,23930,刹车油+刹车片更换,2024-02-23 10:12,13930
S2507,吉利星越L,146246,机油+机滤+空调滤芯更换,2025-01-29 09:38,141246
S2508,奥迪A4L,84965,变速箱油+火花塞更换,2025-07-23 10:41,74965
S2509,长城哈弗H6,113866,空气滤芯+燃油滤芯更换,2024-03-17 08:41,108866
S2510,奔驰C级,89306,大保养(机油+三滤+变速箱油),2024-06-29 17:22,79306
S2511,丰田凯美瑞,24991,刹车油+冷却液更换,2025-08-10 08:39,14991
S2512,大众帕萨特,70382,机油+机滤+空气滤芯更换,2024-05-18 16:46,65382
S2513,本田CR-V,43741,变速箱油+刹车油更换,2024-06-22 16:01,33741
S2514,比亚迪宋PLUS,108963,全车检查+空调滤芯更换,2024-03-09 08:44,103963
S2515,宝马5系,100299,大保养(机油+三滤+正时皮带),2024-03-30 17:31,90299
S2516,奥迪Q5L,132641,机油+机滤+火花塞更换,2024-01-01 13:39,127641
S2517,福特锐界,142855,刹车油+刹车片+轮胎更换,2025-06-04 14:56,132855
S2518,吉利博越,99531,机油+机滤+燃油滤芯更换,2025-09-18 11:57,94531
S2519,长城魏派VV7,116759,变速箱油+空调滤芯更换,2025-04-18 17:32,106759
S2520,奔驰E级,65123,大保养(机油+三滤+刹车油),2024-10-01 13:42,55123
S2521,丰田卡罗拉,143614,机油+机滤更换,2025-02-23 16:43,138614
S2522,大众朗逸,148810,空调滤芯+空气滤芯更换,2025-09-19 08:28,138810
S2523,本田思域,97747,变速箱油更换,2025-09-11 11:12,87747
S2524,比亚迪汉,71535,全车检查+轮胎换位,2025-01-27 11:56,61535
S2525,宝马3系,95978,大保养(机油+三滤+刹车油),2024-05-21 12:21,85978
S2526,福特蒙迪欧,99144,刹车油+刹车片更换,2025-02-07 13:15,89144
S2527,吉利星越L,143280,机油+机滤+空调滤芯更换,2024-01-29 15:04,138280
S2528,奥迪A4L,44765,变速箱油+火花塞更换,2024-07-15 09:46,34765
S2529,长城哈弗H6,37101,空气滤芯+燃油滤芯更换,2025-05-02 13:21,32101
S2530,奔驰C级,136421,大保养(机油+三滤+变速箱油),2024-01-13 15:42,126421
S2531,丰田凯美瑞,69111,刹车油+冷却液更换,2025-09-19 15:43,59111
S2532,大众帕萨特,41855,机油+机滤+空气滤芯更换,2024-09-06 08:07,36855
S2533,本田CR-V,45823,变速箱油+刹车油更换,2025-10-08 12:09,35823
S2534,比亚迪宋PLUS,135604,全车检查+空调滤芯更换,2024-10-29 08:25,130604
S2535,宝马5系,128218,大保养(机油+三滤+正时皮带),2025-07-21 16:40,118218
S2536,奥迪Q5L,62808,机油+机滤+火花塞更换,2025-06-03 15:43,57808
S2537,福特锐界,68517,刹车油+刹车片+轮胎更换,2024-07-21 12:03,58517
S2538,吉利博越,85167,机油+机滤+燃油滤芯更换,2025-03-29 08:45,80167
S2539,长城魏派VV7,136664,变速箱油+空调滤芯更换,2024-05-26 10:03,126664
S2540,奔驰E级,131491,大保养(机油+三滤+刹车油),2025-04-17 14:44,121491
S2541,丰田卡罗拉,51637,机油+机滤更换,2025-06-11 14:07,46637
S2542,大众朗逸,78913,空调滤芯+空气滤芯更换,2024-12-26 12:19,68913
S2543,本田思域,119643,变速箱油更换,2025-09-04 16:44,109643
S2544,比亚迪汉,140019,全车检查+轮胎换位,2024-08-02 14:52,130019
S2545,宝马3系,47651,大保养(机油+三滤+刹车油),2025-08-15 16:58,37651
S2546,福特蒙迪欧,33931,刹车油+刹车片更换,2025-09-26 12:38,23931
S2547,吉利星越L,38432,机油+机滤+空调滤芯更换,2024-02-06 13:09,33432
S2548,奥迪A4L,128838,变速箱油+火花塞更换,2025-04-15 15:07,118838
S2549,长城哈弗H6,144331,空气滤芯+燃油滤芯更换,2024-06-03 11:54,139331
S2550,奔驰C级,132515,大保养(机油+三滤+变速箱油),2024-07-10 16:30,122515
S2551,丰田凯美瑞,141161,刹车油+冷却液更换,2024-01-17 09:21,131161
S2552,大众帕萨特,112719,机油+机滤+空气滤芯更换,2024-10-19 17:15,107719
S2553,本田CR-V,39058,变速箱油+刹车油更换,2025-01-10 14:07,29058
S2554,比亚迪宋PLUS,119334,全车检查+空调滤芯更换,2025-08-02 13:54,114334
S2555,宝马5系,41537,大保养(机油+三滤+正时皮带),2025-09-27 09:21,31537
S2556,奥迪Q5L,26023,机油+机滤+火花塞更换,2024-10-22 13:34,21023
S2557,福特锐界,77532,刹车油+刹车片+轮胎更换,2024-01-11 12:28,67532
S2558,吉利博越,75610,机油+机滤+燃油滤芯更换,2025-02-20 10:50,70610
S2559,长城魏派VV7,81482,变速箱油+空调滤芯更换,2025-08-15 12:57,71482
S2560,奔驰E级,90195,大保养(机油+三滤+刹车油),2025-08-28 13:36,80195
S2561,丰田卡罗拉,137633,机油+机滤更换,2024-01-25 13:14,132633
S2562,大众朗逸,43666,空调滤芯+空气滤芯更换,2025-02-07 11:38,33666
S2563,本田思域,38595,变速箱油更换,2025-08-12 12:37,28595
S2564,比亚迪汉,144872,全车检查+轮胎换位,2024-02-14 08:20,134872
S2565,宝马3系,67065,大保养(机油+三滤+刹车油),2025-10-07 17:48,57065
S2566,福特蒙迪欧,136142,刹车油+刹车片更换,2025-11-08 14:47,126142
S2567,吉利星越L,31997,机油+机滤+空调滤芯更换,2024-06-26 15:57,26997
S2568,奥迪A4L,103713,变速箱油+火花塞更换,2025-07-06 16:31,93713
S2569,长城哈弗H6,88196,空气滤芯+燃油滤芯更换,2025-07-16 11:23,83196
S2570,奔驰C级,106483,大保养(机油+三滤+变速箱油),2025-11-04 12:29,96483
S2571,丰田凯美瑞,144565,刹车油+冷却液更换,2024-03-21 12:25,134565
S2572,大众帕萨特,143877,机油+机滤+空气滤芯更换,2024-05-17 14:36,138877
S2573,本田CR-V,34927,变速箱油+刹车油更换,2024-06-22 11:06,24927
S2574,比亚迪宋PLUS,35349,全车检查+空调滤芯更换,2024-02-06 09:23,30349
S2575,宝马5系,21725,大保养(机油+三滤+正时皮带),2025-02-17 16:38,11725
S2576,奥迪Q5L,79130,机油+机滤+火花塞更换,2024-01-29 08:58,74130
S2577,福特锐界,25883,刹车油+刹车片+轮胎更换,2025-09-20 11:36,15883
S2578,吉利博越,100463,机油+机滤+燃油滤芯更换,2024-09-12 17:06,95463
S2579,长城魏派VV7,45507,变速箱油+空调滤芯更换,2025-06-08 08:05,35507
S2580,奔驰E级,105152,大保养(机油+三滤+刹车油),2025-03-13 14:21,95152
S2581,丰田卡罗拉,57187,机油+机滤更换,2025-10-01 16:56,52187
S2582,大众朗逸,33253,空调滤芯+空气滤芯更换,2025-01-15 11:56,23253
S2583,本田思域,134508,变速箱油更换,2025-05-14 16:36,124508
S2584,比亚迪汉,82240,全车检查+轮胎换位,2025-04-11 14:53,72240
S2585,宝马3系,87541,大保养(机油+三滤+刹车油),2025-02-06 16:39,77541
S2586,福特蒙迪欧,121167,刹车油+刹车片更换,2025-04-14 09:24,111167
S2587,吉利星越L,71630,机油+机滤+空调滤芯更换,2024-06-23 13:22,66630
S2588,奥迪A4L,63192,变速箱油+火花塞更换,2024-05-11 08:52,53192
S2589,长城哈弗H6,25530,空气滤芯+燃油滤芯更换,2025-11-23 14:40,20530
S2590,奔驰C级,24811,大保养(机油+三滤+变速箱油),2024-07-29 09:45,14811
S2591,丰田凯美瑞,95690,刹车油+冷却液更换,2024-03-16 11:50,85690
S2592,大众帕萨特,120830,机油+机滤+空气滤芯更换,2024-03-09 14:24,115830
S2593,本田CR-V,136799,变速箱油+刹车油更换,2024-09-09 13:01,126799
S2594,比亚迪宋PLUS,32188,全车检查+空调滤芯更换,2025-03-15 14:53,27188
S2595,宝马5系,27357,大保养(机油+三滤+正时皮带),2025-10-05 11:55,17357
S2596,奥迪Q5L,68601,机油+机滤+火花塞更换,2025-04-22 13:54,63601
S2597,福特锐界,81901,刹车油+刹车片+轮胎更换,2025-05-14 17:53,71901
S2598,吉利博越,57831,机油+机滤+燃油滤芯更换,2024-01-14 16:35,52831
S2599,长城魏派VV7,49147,变速箱油+空调滤芯更换,2024-07-31 14:30,39147
S2600,奔驰E级,141388,大保养(机油+三滤+刹车油),2024-05-29 14:49,131388
S2601,丰田卡罗拉,73513,机油+机滤更换,2025-11-29 10:50,68513
S2602,大众朗逸,31047,空调滤芯+空气滤芯更换,2024-10-17 17:11,21047
S2603,本田思域,66269,变速箱油更换,2025-04-06 14:17,56269
S2604,比亚迪汉,115568,全车检查+轮胎换位,2024-07-23 14:01,105568
S2605,宝马3系,142873,大保养(机油+三滤+刹车油),2025-02-09 16:59,132873
S2606,福特蒙迪欧,34436,刹车油+刹车片更换,2024-08-18 14:20,24436
S2607,吉利星越L,144832,机油+机滤+空调滤芯更换,2024-01-23 15:23,139832
S2608,奥迪A4L,116345,变速箱油+火花塞更换,2025-09-29 11:25,106345
S2609,长城哈弗H6,36513,空气滤芯+燃油滤芯更换,2024-08-03 10:40,31513
S2610,奔驰C级,137311,大保养(机油+三滤+变速箱油),2024-06-18 11:33,127311
S2611,丰田凯美瑞,95262,刹车油+冷却液更换,2025-12-23 08:33,85262
S2612,大众帕萨特,101604,机油+机滤+空气滤芯更换,2025-07-24 11:45,96604
S2613,本田CR-V,44203,变速箱油+刹车油更换,2024-03-31 10:33,34203
S2614,比亚迪宋PLUS,20945,全车检查+空调滤芯更换,2024-03-23 17:35,15945
S2615,宝马5系,124148,大保养(机油+三滤+正时皮带),2024-10-18 08:54,114148
S2616,奥迪Q5L,114120,机油+机滤+火花塞更换,2024-05-26 10:45,109120
S2617,福特锐界,21923,刹车油+刹车片+轮胎更换,2024-12-17 11:38,11923
S2618,吉利博越,38344,机油+机滤+燃油滤芯更换,2024-11-02 16:18,33344
S2619,长城魏派VV7,116203,变速箱油+空调滤芯更换,2024-02-24 16:51,106203
S2620,奔驰E级,104640,大保养(机油+三滤+刹车油),2025-06-14 12:14,94640
S2621,丰田卡罗拉,84486,机油+机滤更换,2024-07-05 17:51,79486
S2622,大众朗逸,24330,空调滤芯+空气滤芯更换,2024-06-20 09:34,14330
S2623,本田思域,31315,变速箱油更换,2025-05-29 16:35,21315
S2624,比亚迪汉,38913,全车检查+轮胎换位,2024-09-30 13:07,28913
S2625,宝马3系,112441,大保养(机油+三滤+刹车油),2024-03-15 16:10,102441
S2626,福特蒙迪欧,72581,刹车油+刹车片更换,2024-12-20 17:11,62581
S2627,吉利星越L,85872,机油+机滤+空调滤芯更换,2024-12-30 15:18,80872
S2628,奥迪A4L,124071,变速箱油+火花塞更换,2024-02-08 09:49,114071
S2629,长城哈弗H6,84752,空气滤芯+燃油滤芯更换,2025-09-17 09:12,79752
S2630,奔驰C级,89309,大保养(机油+三滤+变速箱油),2025-10-06 08:53,79309
S2631,丰田凯美瑞,57925,刹车油+冷却液更换,2025-10-13 12:08,47925
S2632,大众帕萨特,59087,机油+机滤+空气滤芯更换,2024-07-21 17:01,54087
S2633,本田CR-V,121187,变速箱油+刹车油更换,2024-07-11 09:55,111187
S2634,比亚迪宋PLUS,24149,全车检查+空调滤芯更换,2024-12-01 08:39,19149
S2635,宝马5系,119755,大保养(机油+三滤+正时皮带),2025-11-09 09:27,109755
S2636,奥迪Q5L,59635,机油+机滤+火花塞更换,2024-06-16 10:39,54635
S2637,福特锐界,61298,刹车油+刹车片+轮胎更换,2024-06-20 13:40,51298
S2638,吉利博越,53031,机油+机滤+燃油滤芯更换,2024-09-28 15:18,48031
S2639,长城魏派VV7,48902,变速箱油+空调滤芯更换,2025-08-15 14:21,38902
S2640,奔驰E级,117766,大保养(机油+三滤+刹车油),2025-01-06 13:22,107766
S2641,丰田卡罗拉,57688,机油+机滤更换,2025-04-21 17:34,52688
S2642,大众朗逸,63072,空调滤芯+空气滤芯更换,2024-08-15 13:36,53072
S2643,本田思域,121907,变速箱油更换,2024-07-29 10:42,111907
