故障ID,故障代码,故障现象,车型,行驶里程(km),故障发生时间
F2105,P0420,催化转化器效率低,宝马3系,55229,2025-11-05 15:32
F2106,P0299,涡轮增压器压力不足,福特蒙迪欧,107635,2025-01-07 11:35
F2107,C0121,刹车压力传感器信号异常,吉利星越L,110151,2024-08-28 12:20
F2108,B0081,主驾驶安全带传感器故障,奥迪A4L,91837,2025-10-16 16:22
F2109,P0521,机油压力传感器电路范围故障,长城哈弗H6,77894,2025-03-09 15:12
F2110,C0561,ABS系统控制模块故障,奔驰C级,132658,2024-08-16 09:03
F2111,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,66975,2024-05-09 16:48
F2112,B0100,空气囊控制模块故障,大众帕萨特,69592,2024-11-20 11:03
F2113,P0122,节气门位置传感器电压低,本田CR-V,106427,2024-03-12 12:51
F2114,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,125351,2024-07-26 17:03
F2115,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,115377,2024-01-11 09:20
F2116,B0200,右前安全气囊传感器故障,奥迪Q5L,112895,2025-11-17 11:43
F2117,P0606,ECM内部控制模块处理器故障,福特锐界,20318,2025-11-23 08:09
F2118,C0051,右后轮速传感器电路故障,吉利博越,35272,2025-02-18 15:41
F2119,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,55644,2024-01-05 15:25
F2120,P0113,进气温度传感器电压高,奔驰E级,117789,2025-06-02 08:45
F2121,P0301,1缸失火，发动机抖动,丰田卡罗拉,43262,2024-02-25 15:59
F2122,C0045,右前轮速传感器故障,大众朗逸,94069,2025-10-17 11:38
F2123,P0171,燃油系统过稀,本田思域,146685,2025-11-05 13:57
F2124,B1234,空调压缩机不工作,比亚迪汉,36630,2025-01-22 14:38
F2125,P0420,催化转化器效率低,宝马3系,68013,2025-03-23 12:43
F2126,P0299,涡轮增压器压力不足,福特蒙迪欧,102620,2024-11-17 17:28
F2127,C0121,刹车压力传感器信号异常,吉利星越L,85611,2024-07-09 14:55
F2128,B0081,主驾驶安全带传感器故障,奥迪A4L,82888,2025-09-01 10:09
F2129,P0521,机油压力传感器电路范围故障,长城哈弗H6,22173,2025-11-07 13:58
F2130,C0561,ABS系统控制模块故障,奔驰C级,135545,2025-09-11 14:39
F2131,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,77160,2024-10-15 11:59
F2132,B0100,空气囊控制模块故障,大众帕萨特,100949,2024-09-08 17:00
F2133,P0122,节气门位置传感器电压低,本田CR-V,138984,2025-07-17 13:16
F2134,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,115364,2025-07-25 14:30
F2135,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,101500,2024-01-02 13:04
F2136,B0200,右前安全气囊传感器故障,奥迪Q5L,126987,2025-09-03 10:30
F2137,P0606,ECM内部控制模块处理器故障,福特锐界,38282,2024-03-26 10:18
F2138,C0051,右后轮速传感器电路故障,吉利博越,83676,2025-08-17 15:18
F2139,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,76814,2025-02-26 10:06
F2140,P0113,进气温度传感器电压高,奔驰E级,78282,2024-09-26 09:05
F2141,P0301,1缸失火，发动机抖动,丰田卡罗拉,131184,2024-01-23 17:47
F2142,C0045,右前轮速传感器故障,大众朗逸,81529,2025-05-11 11:24
F2143,P0171,燃油系统过稀,本田思域,37094,2024-08-15 09:36
F2144,B1234,空调压缩机不工作,比亚迪汉,133412,2024-07-27 12:28
F2145,P0420,催化转化器效率低,宝马3系,101722,2024-12-22 15:22
F2146,P0299,涡轮增压器压力不足,福特蒙迪欧,144273,2024-10-06 09:36
F2147,C0121,刹车压力传感器信号异常,吉利星越L,143027,2025-11-18 08:54
F2148,B0081,主驾驶安全带传感器故障,奥迪A4L,118797,2024-02-16 16:28
F2149,P0521,机油压力传感器电路范围故障,长城哈弗H6,117100,2024-10-10 08:10
F2150,C0561,ABS系统控制模块故障,奔驰C级,21287,2025-09-26 15:24
F2151,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,44652,2025-10-10 16:14
F2152,B0100,空气囊控制模块故障,大众帕萨特,68643,2024-06-04 16:59
F2153,P0122,节气门位置传感器电压低,本田CR-V,132831,2025-04-11 12:04
F2154,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,100181,2024-07-13 09:46
F2155,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,63048,2024-05-12 12:48
F2156,B0200,右前安全气囊传感器故障,奥迪Q5L,83689,2025-09-27 15:32
F2157,P0606,ECM内部控制模块处理器故障,福特锐界,50620,2024-09-02 13:31
F2158,C0051,右后轮速传感器电路故障,吉利博越,126282,2024-10-04 17:12
F2159,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,39892,2024-07-01 17:33
F2160,P0113,进气温度传感器电压高,奔驰E级,142301,2025-11-10 10:20
F2161,P0301,1缸失火，发动机抖动,丰田卡罗拉,50097,2024-05-17 12:17
F2162,C0045,右前轮速传感器故障,大众朗逸,37557,2025-03-24 14:23
F2163,P0171,燃油系统过稀,本田思域,27974,2025-04-30 09:19
F2164,B1234,空调压缩机不工作,比亚迪汉,114292,2024-04-29 08:36
F2165,P0420,催化转化器效率低,宝马3系,54025,2025-11-12 16:31
F2166,P0299,涡轮增压器压力不足,福特蒙迪欧,107522,2025-11-09 16:37
F2167,C0121,刹车压力传感器信号异常,吉利星越L,91047,2025-08-21 09:46
F2168,B0081,主驾驶安全带传感器故障,奥迪A4L,96015,2024-02-18 12:54
F2169,P0521,机油压力传感器电路范围故障,长城哈弗H6,25648,2025-10-08 14:08
F2170,C0561,ABS系统控制模块故障,奔驰C级,24131,2024-06-28 17:14
F2171,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,134298,2025-11-02 16:23
F2172,B0100,空气囊控制模块故障,大众帕萨特,86024,2025-01-31 09:05
F2173,P0122,节气门位置传感器电压低,本田CR-V,133217,2025-09-16 15:21
F2174,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,82898,2025-12-07 11:21
F2175,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,92495,2024-07-21 12:27
F2176,B0200,右前安全气囊传感器故障,奥迪Q5L,103292,2024-11-16 08:21
F2177,P0606,ECM内部控制模块处理器故障,福特锐界,113098,2024-08-08 13:08
F2178,C0051,右后轮速传感器电路故障,吉利博越,59035,2025-03-20 10:59
F2179,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,125085,2025-09-30 09:12
F2180,P0113,进气温度传感器电压高,奔驰E级,89845,2025-06-30 16:55
F2181,P0301,1缸失火，发动机抖动,丰田卡罗拉,128926,2024-06-01 14:31
F2182,C0045,右前轮速传感器故障,大众朗逸,93854,2024-04-04 17:48
F2183,P0171,燃油系统过稀,本田思域,36884,2025-01-06 13:39
F2184,B1234,空调压缩机不工作,比亚迪汉,46521,2024-06-13 17:25
F2185,P0420,催化转化器效率低,宝马3系,74589,2025-01-17 15:34
F2186,P0299,涡轮增压器压力不足,福特蒙迪欧,44132,2024-05-01 15:40
F2187,C0121,刹车压力传感器信号异常,吉利星越L,38239,2025-08-13 16:35
F2188,B0081,主驾驶安全带传感器故障,奥迪A4L,90432,2025-09-05 08:02
F2189,P0521,机油压力传感器电路范围故障,长城哈弗H6,88543,2024-07-18 09:42
F2190,C0561,ABS系统控制模块故障,奔驰C级,25923,2025-02-11 13:49
F2191,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,91898,2024-10-28 10:11
F2192,B0100,空气囊控制模块故障,大众帕萨特,105912,2025-05-13 14:32
F2193,P0122,节气门位置传感器电压低,本田CR-V,95366,2025-01-25 14:23
F2194,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,93497,2024-08-26 15:25
F2195,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,103056,2025-01-13 14:03
F2196,B0200,右前安全气囊传感器故障,奥迪Q5L,141855,2025-10-28 10:47
F2197,P0606,ECM内部控制模块处理器故障,福特锐界,115097,2024-11-26 10:14
F2198,C0051,右后轮速传感器电路故障,吉利博越,122307,2025-03-06 09:26
F2199,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,149440,2025-09-11 15:18
F2200,P0113,进气温度传感器电压高,奔驰E级,107986,2025-12-19 14:29
F2201,P0301,1缸失火，发动机抖动,丰田卡罗拉,61220,2025-07-29 09:35
F2202,C0045,右前轮速传感器故障,大众朗逸,110991,2025-04-09 15:40
F2203,P0171,燃油系统过稀,本田思域,142653,2024-07-16 14:37
F2204,B1234,空调压缩机不工作,比亚迪汉,22868,2024-03-04 16:12
F2205,P0420,催化转化器效率低,宝马3系,117820,2024-03-08 16:11
F2206,P0299,涡轮增压器压力不足,福特蒙迪欧,26054,2025-08-04 15:51
F2207,C0121,刹车压力传感器信号异常,吉利星越L,124650,2025-11-28 13:00
F2208,B0081,主驾驶安全带传感器故障,奥迪A4L,72072,2025-06-21 09:27
F2209,P0521,机油压力传感器电路范围故障,长城哈弗H6,34227,2025-04-25 09:18
F2210,C0561,ABS系统控制模块故障,奔驰C级,55558,2025-04-22 11:47
F2211,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,45599,2025-02-08 08:18
F2212,B0100,空气囊控制模块故障,大众帕萨特,46343,2024-02-07 11:43
F2213,P0122,节气门位置传感器电压低,本田CR-V,108470,2025-07-28 08:23
F2214,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,145183,2025-11-14 09:06
F2215,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,104773,2025-05-17 13:27
F2216,B0200,右前安全气囊传感器故障,奥迪Q5L,60387,2024-08-18 11:15
F2217,P0606,ECM内部控制模块处理器故障,福特锐界,61422,2024-04-08 15:53
F2218,C0051,右后轮速传感器电路故障,吉利博越,37355,2024-07-29 15:41
F2219,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,80842,2024-02-25 15:11
F2220,P0113,进气温度传感器电压高,奔驰E级,53031,2025-02-28 14:30
F2221,P0301,1缸失火，发动机抖动,丰田卡罗拉,104376,2024-08-26 10:25
F2222,C0045,右前轮速传感器故障,大众朗逸,90216,2025-07-10 10:20
F2223,P0171,燃油系统过稀,本田思域,120423,2024-09-03 16:20
F2224,B1234,空调压缩机不工作,比亚迪汉,121162,2024-10-18 13:56
F2225,P0420,催化转化器效率低,宝马3系,28480,2024-12-18 16:38
F2226,P0299,涡轮增压器压力不足,福特蒙迪欧,81920,2025-02-04 11:45
F2227,C0121,刹车压力传感器信号异常,吉利星越L,70924,2025-01-22 08:18
F2228,B0081,主驾驶安全带传感器故障,奥迪A4L,80110,2024-11-01 09:48
F2229,P0521,机油压力传感器电路范围故障,长城哈弗H6,38740,2024-05-18 17:43
F2230,C0561,ABS系统控制模块故障,奔驰C级,27998,2024-09-17 08:27
F2231,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,124724,2024-01-13 16:07
F2232,B0100,空气囊控制模块故障,大众帕萨特,148829,2024-07-27 09:38
F2233,P0122,节气门位置传感器电压低,本田CR-V,37284,2025-10-18 12:18
F2234,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,53900,2025-08-23 17:45
F2235,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,108760,2025-05-19 10:46
F2236,B0200,右前安全气囊传感器故障,奥迪Q5L,130306,2025-01-28 13:18
F2237,P0606,ECM内部控制模块处理器故障,福特锐界,97127,2025-02-14 10:16
F2238,C0051,右后轮速传感器电路故障,吉利博越,44007,2024-01-16 13:30
F2239,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,112610,2025-09-07 11:17
F2240,P0113,进气温度传感器电压高,奔驰E级,57836,2024-11-06 15:24
F2241,P0301,1缸失火，发动机抖动,丰田卡罗拉,70593,2024-07-27 08:12
F2242,C0045,右前轮速传感器故障,大众朗逸,96240,2025-03-05 13:17
F2243,P0171,燃油系统过稀,本田思域,86814,2025-12-14 10:12
F2244,B1234,空调压缩机不工作,比亚迪汉,98554,2025-04-03 17:43
F2245,P0420,催化转化器效率低,宝马3系,30185,2024-02-06 15:12
F2246,P0299,涡轮增压器压力不足,福特蒙迪欧,110402,2024-03-19 10:18
F2247,C0121,刹车压力传感器信号异常,吉利星越L,27704,2024-07-03 10:13
F2248,B0081,主驾驶安全带传感器故障,奥迪A4L,69498,2025-11-26 17:06
F2249,P0521,机油压力传感器电路范围故障,长城哈弗H6,84784,2025-10-17 14:42
F2250,C0561,ABS系统控制模块故障,奔驰C级,105044,2024-04-07 12:36
F2251,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,87439,2025-12-06 15:12
F2252,B0100,空气囊控制模块故障,大众帕萨特,107433,2024-02-05 11:05
F2253,P0122,节气门位置传感器电压低,本田CR-V,124344,2024-04-15 08:44
F2254,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,48087,2024-10-16 16:33
F2255,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,36993,2024-06-29 12:38
F2256,B0200,右前安全气囊传感器故障,奥迪Q5L,87156,2025-12-13 10:44
F2257,P0606,ECM内部控制模块处理器故障,福特锐界,83099,2025-11-25 13:56
F2258,C0051,右后轮速传感器电路故障,吉利博越,74629,2025-03-23 11:00
F2259,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,53862,2024-01-02 09:13
F2260,P0113,进气温度传感器电压高,奔驰E级,38008,2024-07-21 15:40
F2261,P0301,1缸失火，发动机抖动,丰田卡罗拉,48071,2024-06-27 17:25
F2262,C0045,右前轮速传感器故障,大众朗逸,117260,2024-12-15 11:51
F2263,P0171,燃油系统过稀,本田思域,28137,2024-05-16 10:42
F2264,B1234,空调压缩机不工作,比亚迪汉,80878,2025-10-02 11:18
F2265,P0420,催化转化器效率低,宝马3系,80736,2024-11-15 12:41
F2266,P0299,涡轮增压器压力不足,福特蒙迪欧,88701,2025-12-11 10:23
F2267,C0121,刹车压力传感器信号异常,吉利星越L,69351,2024-08-23 08:03
F2268,B0081,主驾驶安全带传感器故障,奥迪A4L,38698,2024-07-09 12:41
F2269,P0521,机油压力传感器电路范围故障,长城哈弗H6,37563,2024-09-21 15:23
F2270,C0561,ABS系统控制模块故障,奔驰C级,40861,2025-10-21 11:56
F2271,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,108612,2024-04-18 11:41
F2272,B0100,空气囊控制模块故障,大众帕萨特,89064,2025-09-29 08:37
F2273,P0122,节气门位置传感器电压低,本田CR-V,45867,2025-05-11 16:11
F2274,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,83810,2024-06-26 16:27
F2275,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,119677,2024-08-14 15:45
F2276,B0200,右前安全气囊传感器故障,奥迪Q5L,99081,2024-03-25 08:05
F2277,P0606,ECM内部控制模块处理器故障,福特锐界,129256,2025-09-10 12:18
F2278,C0051,右后轮速传感器电路故障,吉利博越,80122,2025-03-01 09:33
F2279,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,60722,2024-02-06 10:17
F2280,P0113,进气温度传感器电压高,奔驰E级,144732,2025-09-09 16:39
F2281,P0301,1缸失火，发动机抖动,丰田卡罗拉,122710,2024-03-09 16:23
F2282,C0045,右前轮速传感器故障,大众朗逸,95088,2025-12-01 08:38
F2283,P0171,燃油系统过稀,本田思域,93564,2024-02-03 14:44
F2284,B1234,空调压缩机不工作,比亚迪汉,85621,2025-06-30 09:40
F2285,P0420,催化转化器效率低,宝马3系,113753,2025-01-04 13:33
F2286,P0299,涡轮增压器压力不足,福特蒙迪欧,68672,2025-11-15 11:39
F2287,C0121,刹车压力传感器信号异常,吉利星越L,79207,2025-01-16 10:47
F2288,B0081,主驾驶安全带传感器故障,奥迪A4L,28293,2024-02-27 08:36
F2289,P0521,机油压力传感器电路范围故障,长城哈弗H6,91711,2025-04-08 12:22
F2290,C0561,ABS系统控制模块故障,奔驰C级,79606,2024-09-23 08:42
F2291,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,38552,2024-06-21 10:44
F2292,B0100,空气囊控制模块故障,大众帕萨特,142278,2024-08-14 11:42
F2293,P0122,节气门位置传感器电压低,本田CR-V,35272,2024-08-24 10:59
F2294,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,55541,2024-07-10 08:09
F2295,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,128713,2024-07-02 14:07
F2296,B0200,右前安全气囊传感器故障,奥迪Q5L,62390,2024-07-10 15:51
F2297,P0606,ECM内部控制模块处理器故障,福特锐界,80156,2024-08-04 17:46
F2298,C0051,右后轮速传感器电路故障,吉利博越,143870,2024-08-03 17:21
F2299,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,108958,2025-10-04 16:21
F2300,P0113,进气温度传感器电压高,奔驰E级,81394,2025-09-12 10:53
F2301,P0301,1缸失火，发动机抖动,丰田卡罗拉,56252,2024-02-09 11:00
F2302,C0045,右前轮速传感器故障,大众朗逸,124048,2025-05-28 16:28
F2303,P0171,燃油系统过稀,本田思域,120072,2024-12-27 11:50
F2304,B1234,空调压缩机不工作,比亚迪汉,95119,2024-10-23 10:32
F2305,P0420,催化转化器效率低,宝马3系,89330,2024-12-21 15:21
F2306,P0299,涡轮增压器压力不足,福特蒙迪欧,99292,2024-03-24 10:03
F2307,C0121,刹车压力传感器信号异常,吉利星越L,112650,2025-04-16 16:18
F2308,B0081,主驾驶安全带传感器故障,奥迪A4L,77633,2025-09-10 17:42
F2309,P0521,机油压力传感器电路范围故障,长城哈弗H6,43104,2024-12-06 08:57
F2310,C0561,ABS系统控制模块故障,奔驰C级,58242,2025-06-23 10:40
F2311,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,49494,2025-01-08 12:42
F2312,B0100,空气囊控制模块故障,大众帕萨特,123494,2025-12-19 15:25
F2313,P0122,节气门位置传感器电压低,本田CR-V,109412,2025-03-22 15:17
F2314,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,39216,2025-04-19 13:31
F2315,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,112171,2024-12-26 10:08
F2316,B0200,右前安全气囊传感器故障,奥迪Q5L,109614,2025-09-21 12:08
F2317,P0606,ECM内部控制模块处理器故障,福特锐界,75570,2025-04-21 15:54
F2318,C0051,右后轮速传感器电路故障,吉利博越,103189,2025-10-26 17:53
F2319,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,67731,2025-07-17 09:55
F2320,P0113,进气温度传感器电压高,奔驰E级,101015,2024-09-04 10:33
F2321,P0301,1缸失火，发动机抖动,丰田卡罗拉,26383,2024-05-29 10:31
F2322,C0045,右前轮速传感器故障,大众朗逸,140592,2024-02-13 14:34
F2323,P0171,燃油系统过稀,本田思域,112237,2024-08-30 16:11
F2324,B1234,空调压缩机不工作,比亚迪汉,29707,2025-04-01 08:12
F2325,P0420,催化转化器效率低,宝马3系,128175,2025-09-17 16:19
F2326,P0299,涡轮增压器压力不足,福特蒙迪欧,105900,2024-03-12 15:18
F2327,C0121,刹车压力传感器信号异常,吉利星越L,24542,2025-10-01 08:55
F2328,B0081,主驾驶安全带传感器故障,奥迪A4L,142835,2024-07-09 16:56
F2329,P0521,机油压力传感器电路范围故障,长城哈弗H6,118054,2025-10-22 14:08
F2330,C0561,ABS系统控制模块故障,奔驰C级,70166,2024-03-20 08:59
F2331,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,132660,2025-03-22 09:42
